STATISTIC Label,Property Type,Location,Region,VALUE,YEAR,QUARTER
RTB Average Monthly Rent Report,Detached house,Kildare,MidEast,1514.46,2021,1
RTB Average Monthly Rent Report,Detached house,Kilkenny,SouthEast,865.24,2021,1
RTB Average Monthly Rent Report,Detached house,Laois,Midlands,949.15,2021,1
RTB Average Monthly Rent Report,Detached house,Leitrim,NorthWest,605.12,2021,1
RTB Average Monthly Rent Report,Detached house,Limerick,MidWest,1036.79,2021,1
RTB Average Monthly Rent Report,Detached house,Longford,Midlands,721.29,2021,1
RTB Average Monthly Rent Report,Detached house,Louth,NorthEast,1250.61,2021,1
RTB Average Monthly Rent Report,Detached house,Mayo,West,708.82,2021,1
RTB Average Monthly Rent Report,Detached house,Meath,MidEast,1274.51,2021,1
RTB Average Monthly Rent Report,Detached house,Monaghan,NorthEast,730.05,2021,1
RTB Average Monthly Rent Report,Detached house,Offaly,Midlands,836.45,2021,1
RTB Average Monthly Rent Report,Detached house,Roscommon,West,727.63,2021,1
RTB Average Monthly Rent Report,Detached house,Sligo,NorthWest,759.08,2021,1
RTB Average Monthly Rent Report,Detached house,Tipperary,MidWest,789.71,2021,1
RTB Average Monthly Rent Report,Detached house,Waterford,SouthEast,911.04,2021,1
RTB Average Monthly Rent Report,Detached house,Westmeath,Midlands,890.84,2021,1
RTB Average Monthly Rent Report,Detached house,Wexford,SouthEast,858.91,2021,1
RTB Average Monthly Rent Report,Detached house,Wicklow,MidEast,1441.64,2021,1
RTB Average Monthly Rent Report,Semi detached house,Carlow,SouthEast,922.44,2021,1
RTB Average Monthly Rent Report,Semi detached house,Cavan,NorthEast,737.26,2021,1
RTB Average Monthly Rent Report,Semi detached house,Clare,MidWest,864.45,2021,1
RTB Average Monthly Rent Report,Semi detached house,Cork,SouthWest,1188.85,2021,1
RTB Average Monthly Rent Report,Semi detached house,Donegal,NorthWest,649.29,2021,1
RTB Average Monthly Rent Report,Semi detached house,Dublin,Dublin,2027.74,2021,1
RTB Average Monthly Rent Report,Semi detached house,Galway,West,1194.33,2021,1
RTB Average Monthly Rent Report,Semi detached house,Kerry,SouthWest,812.48,2021,1
RTB Average Monthly Rent Report,Semi detached house,Kildare,MidEast,1407.59,2021,1
RTB Average Monthly Rent Report,Semi detached house,Kilkenny,SouthEast,898.55,2021,1
RTB Average Monthly Rent Report,Semi detached house,Laois,Midlands,943.99,2021,1
RTB Average Monthly Rent Report,Semi detached house,Leitrim,NorthWest,622.85,2021,1
RTB Average Monthly Rent Report,Semi detached house,Limerick,MidWest,1106.9,2021,1
RTB Average Monthly Rent Report,Semi detached house,Longford,Midlands,707.75,2021,1
RTB Average Monthly Rent Report,Semi detached house,Louth,NorthEast,1173.69,2021,1
RTB Average Monthly Rent Report,Semi detached house,Mayo,West,737.19,2021,1
RTB Average Monthly Rent Report,Semi detached house,Meath,MidEast,1306.31,2021,1
RTB Average Monthly Rent Report,Semi detached house,Monaghan,NorthEast,752.89,2021,1
RTB Average Monthly Rent Report,Semi detached house,Offaly,Midlands,898.15,2021,1
RTB Average Monthly Rent Report,Semi detached house,Roscommon,West,710.21,2021,1
RTB Average Monthly Rent Report,Semi detached house,Sligo,NorthWest,778.72,2021,1
RTB Average Monthly Rent Report,Semi detached house,Tipperary,MidWest,781.99,2021,1
RTB Average Monthly Rent Report,Semi detached house,Waterford,SouthEast,901.12,2021,1
RTB Average Monthly Rent Report,Semi detached house,Westmeath,Midlands,928.79,2021,1
RTB Average Monthly Rent Report,Semi detached house,Wexford,SouthEast,828.51,2021,1
RTB Average Monthly Rent Report,Semi detached house,Wicklow,MidEast,1382.01,2021,1
RTB Average Monthly Rent Report,Terrace house,Carlow,SouthEast,857.53,2021,1
RTB Average Monthly Rent Report,Terrace house,Cavan,NorthEast,654.56,2021,1
RTB Average Monthly Rent Report,Terrace house,Clare,MidWest,777.09,2021,1
RTB Average Monthly Rent Report,Terrace house,Cork,SouthWest,1193.32,2021,1
RTB Average Monthly Rent Report,Terrace house,Donegal,NorthWest,573.95,2021,1
RTB Average Monthly Rent Report,Terrace house,Dublin,Dublin,1922.85,2021,1
RTB Average Monthly Rent Report,Terrace house,Galway,West,1249.3,2021,1
RTB Average Monthly Rent Report,Terrace house,Kerry,SouthWest,781.54,2021,1
RTB Average Monthly Rent Report,Terrace house,Kildare,MidEast,1374.01,2021,1
RTB Average Monthly Rent Report,Terrace house,Kilkenny,SouthEast,833.88,2021,1
RTB Average Monthly Rent Report,Terrace house,Laois,Midlands,849.8,2021,1
RTB Average Monthly Rent Report,Terrace house,Leitrim,NorthWest,569.24,2021,1
RTB Average Monthly Rent Report,Terrace house,Limerick,MidWest,1024.22,2021,1
RTB Average Monthly Rent Report,Terrace house,Longford,Midlands,680.12,2021,1
RTB Average Monthly Rent Report,Terrace house,Louth,NorthEast,1084.06,2021,1
RTB Average Monthly Rent Report,Terrace house,Mayo,West,697.5,2021,1
RTB Average Monthly Rent Report,Terrace house,Meath,MidEast,1244.12,2021,1
RTB Average Monthly Rent Report,Terrace house,Monaghan,NorthEast,661.25,2021,1
RTB Average Monthly Rent Report,Terrace house,Offaly,Midlands,913.26,2021,1
RTB Average Monthly Rent Report,Terrace house,Roscommon,West,681.44,2021,1
RTB Average Monthly Rent Report,Terrace house,Sligo,NorthWest,749.06,2021,1
RTB Average Monthly Rent Report,Terrace house,Tipperary,MidWest,719.49,2021,1
RTB Average Monthly Rent Report,Terrace house,Waterford,SouthEast,785.32,2021,1
RTB Average Monthly Rent Report,Terrace house,Westmeath,Midlands,905.19,2021,1
RTB Average Monthly Rent Report,Terrace house,Wexford,SouthEast,771.35,2021,1
RTB Average Monthly Rent Report,Terrace house,Wicklow,MidEast,1301.37,2021,1
RTB Average Monthly Rent Report,Apartment,Carlow,SouthEast,838.74,2021,1
RTB Average Monthly Rent Report,Apartment,Cavan,NorthEast,621.65,2021,1
RTB Average Monthly Rent Report,Apartment,Clare,MidWest,716.52,2021,1
RTB Average Monthly Rent Report,Apartment,Cork,SouthWest,1131.34,2021,1
RTB Average Monthly Rent Report,Apartment,Donegal,NorthWest,564.23,2021,1
RTB Average Monthly Rent Report,Apartment,Dublin,Dublin,1740.86,2021,1
RTB Average Monthly Rent Report,Apartment,Galway,West,1125.96,2021,1
RTB Average Monthly Rent Report,Apartment,Kerry,SouthWest,772.39,2021,1
RTB Average Monthly Rent Report,Apartment,Kildare,MidEast,1218.7,2021,1
RTB Average Monthly Rent Report,Apartment,Kilkenny,SouthEast,818.78,2021,1
RTB Average Monthly Rent Report,Apartment,Laois,Midlands,831.85,2021,1
RTB Average Monthly Rent Report,Apartment,Leitrim,NorthWest,557.55,2021,1
RTB Average Monthly Rent Report,Apartment,Limerick,MidWest,1002.49,2021,1
RTB Average Monthly Rent Report,Apartment,Longford,Midlands,637.73,2021,1
RTB Average Monthly Rent Report,Apartment,Louth,NorthEast,1016.07,2021,1
RTB Average Monthly Rent Report,Apartment,Mayo,West,691.83,2021,1
RTB Average Monthly Rent Report,Apartment,Meath,MidEast,1164.46,2021,1
RTB Average Monthly Rent Report,Apartment,Monaghan,NorthEast,644.6,2021,1
RTB Average Monthly Rent Report,Apartment,Offaly,Midlands,737.98,2021,1
RTB Average Monthly Rent Report,Apartment,Roscommon,West,625.66,2021,1
RTB Average Monthly Rent Report,Apartment,Sligo,NorthWest,752.62,2021,1
RTB Average Monthly Rent Report,Apartment,Tipperary,MidWest,648.23,2021,1
RTB Average Monthly Rent Report,Apartment,Waterford,SouthEast,791.12,2021,1
RTB Average Monthly Rent Report,Apartment,Westmeath,Midlands,861.2,2021,1
RTB Average Monthly Rent Report,Apartment,Wexford,SouthEast,731.62,2021,1
RTB Average Monthly Rent Report,Apartment,Wicklow,MidEast,1381.84,2021,1
RTB Average Monthly Rent Report,Other flats,Carlow,SouthEast,684.65,2021,1
RTB Average Monthly Rent Report,Other flats,Cavan,NorthEast,499.57,2021,1
RTB Average Monthly Rent Report,Other flats,Clare,MidWest,457.79,2021,1
RTB Average Monthly Rent Report,Other flats,Cork,SouthWest,811.69,2021,1
RTB Average Monthly Rent Report,Other flats,Donegal,NorthWest,443.68,2021,1
RTB Average Monthly Rent Report,Other flats,Dublin,Dublin,1153.59,2021,1
RTB Average Monthly Rent Report,Other flats,Galway,West,757.74,2021,1
RTB Average Monthly Rent Report,Other flats,Kerry,SouthWest,564.63,2021,1
RTB Average Monthly Rent Report,Other flats,Kildare,MidEast,905.71,2021,1
RTB Average Monthly Rent Report,Other flats,Kilkenny,SouthEast,0,2021,1
RTB Average Monthly Rent Report,Other flats,Laois,Midlands,0,2021,1
RTB Average Monthly Rent Report,Other flats,Leitrim,NorthWest,0,2021,1
RTB Average Monthly Rent Report,Other flats,Limerick,MidWest,718.85,2021,1
RTB Average Monthly Rent Report,Other flats,Longford,Midlands,0,2021,1
RTB Average Monthly Rent Report,Other flats,Louth,NorthEast,844.13,2021,1
RTB Average Monthly Rent Report,Other flats,Mayo,West,532.2,2021,1
RTB Average Monthly Rent Report,Other flats,Meath,MidEast,783.58,2021,1
RTB Average Monthly Rent Report,Other flats,Monaghan,NorthEast,525.43,2021,1
RTB Average Monthly Rent Report,Other flats,Offaly,Midlands,647.57,2021,1
RTB Average Monthly Rent Report,Other flats,Roscommon,West,0,2021,1
RTB Average Monthly Rent Report,Other flats,Sligo,NorthWest,0,2021,1
RTB Average Monthly Rent Report,Other flats,Tipperary,MidWest,562.23,2021,1
RTB Average Monthly Rent Report,Other flats,Waterford,SouthEast,655,2021,1
RTB Average Monthly Rent Report,Other flats,Westmeath,Midlands,608.14,2021,1
RTB Average Monthly Rent Report,Other flats,Wexford,SouthEast,581.78,2021,1
RTB Average Monthly Rent Report,Other flats,Wicklow,MidEast,842.83,2021,1
RTB Average Monthly Rent Report,Detached house,Carlow,SouthEast,992.46,2021,2
RTB Average Monthly Rent Report,Detached house,Cavan,NorthEast,729.11,2021,2
RTB Average Monthly Rent Report,Detached house,Clare,MidWest,807.48,2021,2
RTB Average Monthly Rent Report,Detached house,Cork,SouthWest,1115.76,2021,2
RTB Average Monthly Rent Report,Detached house,Donegal,NorthWest,634.62,2021,2
RTB Average Monthly Rent Report,Detached house,Dublin,Dublin,2480.27,2021,2
RTB Average Monthly Rent Report,Detached house,Galway,West,1139.98,2021,2
RTB Average Monthly Rent Report,Detached house,Kerry,SouthWest,822.73,2021,2
RTB Average Monthly Rent Report,Detached house,Kildare,MidEast,1540.29,2021,2
RTB Average Monthly Rent Report,Detached house,Kilkenny,SouthEast,874.5,2021,2
RTB Average Monthly Rent Report,Detached house,Laois,Midlands,957.07,2021,2
RTB Average Monthly Rent Report,Detached house,Leitrim,NorthWest,606.53,2021,2
RTB Average Monthly Rent Report,Detached house,Limerick,MidWest,1040.33,2021,2
RTB Average Monthly Rent Report,Detached house,Longford,Midlands,715.37,2021,2
RTB Average Monthly Rent Report,Detached house,Louth,NorthEast,1226.85,2021,2
RTB Average Monthly Rent Report,Detached house,Mayo,West,726.5,2021,2
RTB Average Monthly Rent Report,Detached house,Meath,MidEast,1312.29,2021,2
RTB Average Monthly Rent Report,Detached house,Monaghan,NorthEast,732.12,2021,2
RTB Average Monthly Rent Report,Detached house,Offaly,Midlands,861.66,2021,2
RTB Average Monthly Rent Report,Detached house,Roscommon,West,742.71,2021,2
RTB Average Monthly Rent Report,Detached house,Sligo,NorthWest,743.27,2021,2
RTB Average Monthly Rent Report,Detached house,Tipperary,MidWest,789.7,2021,2
RTB Average Monthly Rent Report,Detached house,Waterford,SouthEast,893.11,2021,2
RTB Average Monthly Rent Report,Detached house,Westmeath,Midlands,898.92,2021,2
RTB Average Monthly Rent Report,Detached house,Wexford,SouthEast,861.28,2021,2
RTB Average Monthly Rent Report,Detached house,Wicklow,MidEast,1434.9,2021,2
RTB Average Monthly Rent Report,Semi detached house,Carlow,SouthEast,937.28,2021,2
RTB Average Monthly Rent Report,Semi detached house,Cavan,NorthEast,738.02,2021,2
RTB Average Monthly Rent Report,Semi detached house,Clare,MidWest,884.55,2021,2
RTB Average Monthly Rent Report,Semi detached house,Cork,SouthWest,1211.12,2021,2
RTB Average Monthly Rent Report,Semi detached house,Donegal,NorthWest,654.53,2021,2
RTB Average Monthly Rent Report,Semi detached house,Dublin,Dublin,2042.21,2021,2
RTB Average Monthly Rent Report,Semi detached house,Galway,West,1214.39,2021,2
RTB Average Monthly Rent Report,Semi detached house,Kerry,SouthWest,825.68,2021,2
RTB Average Monthly Rent Report,Semi detached house,Kildare,MidEast,1397.28,2021,2
RTB Average Monthly Rent Report,Semi detached house,Kilkenny,SouthEast,911.66,2021,2
RTB Average Monthly Rent Report,Semi detached house,Laois,Midlands,950.13,2021,2
RTB Average Monthly Rent Report,Semi detached house,Leitrim,NorthWest,636.85,2021,2
RTB Average Monthly Rent Report,Semi detached house,Limerick,MidWest,1121.51,2021,2
RTB Average Monthly Rent Report,Semi detached house,Longford,Midlands,724.98,2021,2
RTB Average Monthly Rent Report,Semi detached house,Louth,NorthEast,1186.57,2021,2
RTB Average Monthly Rent Report,Semi detached house,Mayo,West,748.66,2021,2
RTB Average Monthly Rent Report,Semi detached house,Meath,MidEast,1322.51,2021,2
RTB Average Monthly Rent Report,Semi detached house,Monaghan,NorthEast,746.04,2021,2
RTB Average Monthly Rent Report,Semi detached house,Offaly,Midlands,911.3,2021,2
RTB Average Monthly Rent Report,Semi detached house,Roscommon,West,727.58,2021,2
RTB Average Monthly Rent Report,Semi detached house,Sligo,NorthWest,791.18,2021,2
RTB Average Monthly Rent Report,Semi detached house,Tipperary,MidWest,790.57,2021,2
RTB Average Monthly Rent Report,Semi detached house,Waterford,SouthEast,904.49,2021,2
RTB Average Monthly Rent Report,Semi detached house,Westmeath,Midlands,938.11,2021,2
RTB Average Monthly Rent Report,Semi detached house,Wexford,SouthEast,845.22,2021,2
RTB Average Monthly Rent Report,Semi detached house,Wicklow,MidEast,1390.51,2021,2
RTB Average Monthly Rent Report,Terrace house,Carlow,SouthEast,873.15,2021,2
RTB Average Monthly Rent Report,Terrace house,Cavan,NorthEast,635.67,2021,2
RTB Average Monthly Rent Report,Terrace house,Clare,MidWest,795.83,2021,2
RTB Average Monthly Rent Report,Terrace house,Cork,SouthWest,1203.61,2021,2
RTB Average Monthly Rent Report,Terrace house,Donegal,NorthWest,575.59,2021,2
RTB Average Monthly Rent Report,Terrace house,Dublin,Dublin,1936.71,2021,2
RTB Average Monthly Rent Report,Terrace house,Galway,West,1294.61,2021,2
RTB Average Monthly Rent Report,Terrace house,Kerry,SouthWest,803.2,2021,2
RTB Average Monthly Rent Report,Terrace house,Kildare,MidEast,1373.5,2021,2
RTB Average Monthly Rent Report,Terrace house,Kilkenny,SouthEast,838.7,2021,2
RTB Average Monthly Rent Report,Terrace house,Laois,Midlands,855.41,2021,2
RTB Average Monthly Rent Report,Terrace house,Leitrim,NorthWest,588.93,2021,2
RTB Average Monthly Rent Report,Terrace house,Limerick,MidWest,1029.51,2021,2
RTB Average Monthly Rent Report,Terrace house,Longford,Midlands,688.05,2021,2
RTB Average Monthly Rent Report,Terrace house,Louth,NorthEast,1102.66,2021,2
RTB Average Monthly Rent Report,Terrace house,Mayo,West,705.5,2021,2
RTB Average Monthly Rent Report,Terrace house,Meath,MidEast,1254.03,2021,2
RTB Average Monthly Rent Report,Terrace house,Monaghan,NorthEast,665.84,2021,2
RTB Average Monthly Rent Report,Terrace house,Offaly,Midlands,905.02,2021,2
RTB Average Monthly Rent Report,Terrace house,Roscommon,West,715.98,2021,2
RTB Average Monthly Rent Report,Terrace house,Sligo,NorthWest,766.4,2021,2
RTB Average Monthly Rent Report,Terrace house,Tipperary,MidWest,727.72,2021,2
RTB Average Monthly Rent Report,Terrace house,Waterford,SouthEast,788.32,2021,2
RTB Average Monthly Rent Report,Terrace house,Westmeath,Midlands,915.74,2021,2
RTB Average Monthly Rent Report,Terrace house,Wexford,SouthEast,785.08,2021,2
RTB Average Monthly Rent Report,Terrace house,Wicklow,MidEast,1322.63,2021,2
RTB Average Monthly Rent Report,Apartment,Carlow,SouthEast,853.4,2021,2
RTB Average Monthly Rent Report,Apartment,Cavan,NorthEast,633.03,2021,2
RTB Average Monthly Rent Report,Apartment,Clare,MidWest,736.96,2021,2
RTB Average Monthly Rent Report,Apartment,Cork,SouthWest,1143.83,2021,2
RTB Average Monthly Rent Report,Apartment,Donegal,NorthWest,575.43,2021,2
RTB Average Monthly Rent Report,Apartment,Dublin,Dublin,1746.54,2021,2
RTB Average Monthly Rent Report,Apartment,Galway,West,1144.76,2021,2
RTB Average Monthly Rent Report,Apartment,Kerry,SouthWest,782.3,2021,2
RTB Average Monthly Rent Report,Apartment,Kildare,MidEast,1231.25,2021,2
RTB Average Monthly Rent Report,Apartment,Kilkenny,SouthEast,822.62,2021,2
RTB Average Monthly Rent Report,Apartment,Laois,Midlands,856.13,2021,2
RTB Average Monthly Rent Report,Apartment,Leitrim,NorthWest,564.79,2021,2
RTB Average Monthly Rent Report,Apartment,Limerick,MidWest,1014.26,2021,2
RTB Average Monthly Rent Report,Apartment,Longford,Midlands,645.49,2021,2
RTB Average Monthly Rent Report,Apartment,Louth,NorthEast,1031.74,2021,2
RTB Average Monthly Rent Report,Apartment,Mayo,West,698.85,2021,2
RTB Average Monthly Rent Report,Apartment,Meath,MidEast,1169.9,2021,2
RTB Average Monthly Rent Report,Apartment,Monaghan,NorthEast,646.02,2021,2
RTB Average Monthly Rent Report,Apartment,Offaly,Midlands,745.24,2021,2
RTB Average Monthly Rent Report,Apartment,Roscommon,West,639.38,2021,2
RTB Average Monthly Rent Report,Apartment,Sligo,NorthWest,758.02,2021,2
RTB Average Monthly Rent Report,Apartment,Tipperary,MidWest,660.28,2021,2
RTB Average Monthly Rent Report,Apartment,Waterford,SouthEast,805.65,2021,2
RTB Average Monthly Rent Report,Apartment,Westmeath,Midlands,872.68,2021,2
RTB Average Monthly Rent Report,Apartment,Wexford,SouthEast,739.06,2021,2
RTB Average Monthly Rent Report,Apartment,Wicklow,MidEast,1432.22,2021,2
RTB Average Monthly Rent Report,Other flats,Carlow,SouthEast,687.41,2021,2
RTB Average Monthly Rent Report,Other flats,Cavan,NorthEast,0,2021,2
RTB Average Monthly Rent Report,Other flats,Clare,MidWest,472.99,2021,2
RTB Average Monthly Rent Report,Other flats,Cork,SouthWest,849.73,2021,2
RTB Average Monthly Rent Report,Other flats,Donegal,NorthWest,443.72,2021,2
RTB Average Monthly Rent Report,Other flats,Dublin,Dublin,1159.22,2021,2
RTB Average Monthly Rent Report,Other flats,Galway,West,770.82,2021,2
RTB Average Monthly Rent Report,Other flats,Kerry,SouthWest,555.38,2021,2
RTB Average Monthly Rent Report,Other flats,Kildare,MidEast,860.16,2021,2
RTB Average Monthly Rent Report,Other flats,Kilkenny,SouthEast,0,2021,2
RTB Average Monthly Rent Report,Other flats,Laois,Midlands,565.27,2021,2
RTB Average Monthly Rent Report,Other flats,Leitrim,NorthWest,0,2021,2
RTB Average Monthly Rent Report,Other flats,Limerick,MidWest,728.65,2021,2
RTB Average Monthly Rent Report,Other flats,Longford,Midlands,0,2021,2
RTB Average Monthly Rent Report,Other flats,Louth,NorthEast,830.12,2021,2
RTB Average Monthly Rent Report,Other flats,Mayo,West,538.87,2021,2
RTB Average Monthly Rent Report,Other flats,Meath,MidEast,775.96,2021,2
RTB Average Monthly Rent Report,Other flats,Monaghan,NorthEast,502.18,2021,2
RTB Average Monthly Rent Report,Other flats,Offaly,Midlands,660.63,2021,2
RTB Average Monthly Rent Report,Other flats,Roscommon,West,0,2021,2
RTB Average Monthly Rent Report,Other flats,Sligo,NorthWest,0,2021,2
RTB Average Monthly Rent Report,Other flats,Tipperary,MidWest,572.02,2021,2
RTB Average Monthly Rent Report,Other flats,Waterford,SouthEast,0,2021,2
RTB Average Monthly Rent Report,Other flats,Westmeath,Midlands,610.21,2021,2
RTB Average Monthly Rent Report,Other flats,Wexford,SouthEast,590,2021,2
RTB Average Monthly Rent Report,Other flats,Wicklow,MidEast,840.06,2021,2
RTB Average Monthly Rent Report,Detached house,Carlow,SouthEast,1085.3,2021,3
RTB Average Monthly Rent Report,Detached house,Cavan,NorthEast,740.46,2021,3
RTB Average Monthly Rent Report,Detached house,Clare,MidWest,833.77,2021,3
RTB Average Monthly Rent Report,Detached house,Cork,SouthWest,1162.01,2021,3
RTB Average Monthly Rent Report,Detached house,Donegal,NorthWest,663.48,2021,3
RTB Average Monthly Rent Report,Detached house,Dublin,Dublin,2560.86,2021,3
RTB Average Monthly Rent Report,Detached house,Galway,West,1209.51,2021,3
RTB Average Monthly Rent Report,Detached house,Kerry,SouthWest,851.04,2021,3
RTB Average Monthly Rent Report,Detached house,Kildare,MidEast,1584.34,2021,3
RTB Average Monthly Rent Report,Detached house,Kilkenny,SouthEast,901.39,2021,3
RTB Average Monthly Rent Report,Detached house,Laois,Midlands,973.35,2021,3
RTB Average Monthly Rent Report,Detached house,Leitrim,NorthWest,603.4,2021,3
RTB Average Monthly Rent Report,Detached house,Limerick,MidWest,1141.14,2021,3
RTB Average Monthly Rent Report,Detached house,Longford,Midlands,736.41,2021,3
RTB Average Monthly Rent Report,Detached house,Louth,NorthEast,1264.23,2021,3
RTB Average Monthly Rent Report,Detached house,Mayo,West,741.01,2021,3
RTB Average Monthly Rent Report,Detached house,Meath,MidEast,1335.6,2021,3
RTB Average Monthly Rent Report,Detached house,Monaghan,NorthEast,734.39,2021,3
RTB Average Monthly Rent Report,Detached house,Offaly,Midlands,886.17,2021,3
RTB Average Monthly Rent Report,Detached house,Roscommon,West,765.47,2021,3
RTB Average Monthly Rent Report,Detached house,Sligo,NorthWest,776.1,2021,3
RTB Average Monthly Rent Report,Detached house,Tipperary,MidWest,811.33,2021,3
RTB Average Monthly Rent Report,Detached house,Waterford,SouthEast,954.97,2021,3
RTB Average Monthly Rent Report,Detached house,Westmeath,Midlands,930.72,2021,3
RTB Average Monthly Rent Report,Detached house,Wexford,SouthEast,878.66,2021,3
RTB Average Monthly Rent Report,Detached house,Wicklow,MidEast,1449.12,2021,3
RTB Average Monthly Rent Report,Semi detached house,Carlow,SouthEast,996.97,2021,3
RTB Average Monthly Rent Report,Semi detached house,Cavan,NorthEast,761.65,2021,3
RTB Average Monthly Rent Report,Semi detached house,Clare,MidWest,915.44,2021,3
RTB Average Monthly Rent Report,Semi detached house,Cork,SouthWest,1254.2,2021,3
RTB Average Monthly Rent Report,Semi detached house,Donegal,NorthWest,681.2,2021,3
RTB Average Monthly Rent Report,Semi detached house,Dublin,Dublin,2087.39,2021,3
RTB Average Monthly Rent Report,Semi detached house,Galway,West,1294.34,2021,3
RTB Average Monthly Rent Report,Semi detached house,Kerry,SouthWest,843.43,2021,3
RTB Average Monthly Rent Report,Semi detached house,Kildare,MidEast,1427.82,2021,3
RTB Average Monthly Rent Report,Semi detached house,Kilkenny,SouthEast,915.91,2021,3
RTB Average Monthly Rent Report,Semi detached house,Laois,Midlands,974.85,2021,3
RTB Average Monthly Rent Report,Semi detached house,Leitrim,NorthWest,647.77,2021,3
RTB Average Monthly Rent Report,Semi detached house,Limerick,MidWest,1246.51,2021,3
RTB Average Monthly Rent Report,Semi detached house,Longford,Midlands,745.93,2021,3
RTB Average Monthly Rent Report,Semi detached house,Louth,NorthEast,1215.53,2021,3
RTB Average Monthly Rent Report,Semi detached house,Mayo,West,763.58,2021,3
RTB Average Monthly Rent Report,Semi detached house,Meath,MidEast,1338.3,2021,3
RTB Average Monthly Rent Report,Semi detached house,Monaghan,NorthEast,763.02,2021,3
RTB Average Monthly Rent Report,Semi detached house,Offaly,Midlands,921.78,2021,3
RTB Average Monthly Rent Report,Semi detached house,Roscommon,West,751.46,2021,3
RTB Average Monthly Rent Report,Semi detached house,Sligo,NorthWest,857.24,2021,3
RTB Average Monthly Rent Report,Semi detached house,Tipperary,MidWest,811.45,2021,3
RTB Average Monthly Rent Report,Semi detached house,Waterford,SouthEast,997.38,2021,3
RTB Average Monthly Rent Report,Semi detached house,Westmeath,Midlands,962.23,2021,3
RTB Average Monthly Rent Report,Semi detached house,Wexford,SouthEast,864.88,2021,3
RTB Average Monthly Rent Report,Semi detached house,Wicklow,MidEast,1430.58,2021,3
RTB Average Monthly Rent Report,Terrace house,Carlow,SouthEast,919.25,2021,3
RTB Average Monthly Rent Report,Terrace house,Cavan,NorthEast,657.87,2021,3
RTB Average Monthly Rent Report,Terrace house,Clare,MidWest,803.28,2021,3
RTB Average Monthly Rent Report,Terrace house,Cork,SouthWest,1267,2021,3
RTB Average Monthly Rent Report,Terrace house,Donegal,NorthWest,589.06,2021,3
RTB Average Monthly Rent Report,Terrace house,Dublin,Dublin,1977.43,2021,3
RTB Average Monthly Rent Report,Terrace house,Galway,West,1378.99,2021,3
RTB Average Monthly Rent Report,Terrace house,Kerry,SouthWest,812.6,2021,3
RTB Average Monthly Rent Report,Terrace house,Kildare,MidEast,1399.23,2021,3
RTB Average Monthly Rent Report,Terrace house,Kilkenny,SouthEast,863.36,2021,3
RTB Average Monthly Rent Report,Terrace house,Laois,Midlands,879.92,2021,3
RTB Average Monthly Rent Report,Terrace house,Leitrim,NorthWest,597.31,2021,3
RTB Average Monthly Rent Report,Terrace house,Limerick,MidWest,1073.22,2021,3
RTB Average Monthly Rent Report,Terrace house,Longford,Midlands,718.83,2021,3
RTB Average Monthly Rent Report,Terrace house,Louth,NorthEast,1113.42,2021,3
RTB Average Monthly Rent Report,Terrace house,Mayo,West,735.89,2021,3
RTB Average Monthly Rent Report,Terrace house,Meath,MidEast,1267.11,2021,3
RTB Average Monthly Rent Report,Terrace house,Monaghan,NorthEast,681.97,2021,3
RTB Average Monthly Rent Report,Terrace house,Offaly,Midlands,918.69,2021,3
RTB Average Monthly Rent Report,Terrace house,Roscommon,West,720.42,2021,3
RTB Average Monthly Rent Report,Terrace house,Sligo,NorthWest,798.31,2021,3
RTB Average Monthly Rent Report,Terrace house,Tipperary,MidWest,735.31,2021,3
RTB Average Monthly Rent Report,Terrace house,Waterford,SouthEast,846.91,2021,3
RTB Average Monthly Rent Report,Terrace house,Westmeath,Midlands,919.18,2021,3
RTB Average Monthly Rent Report,Terrace house,Wexford,SouthEast,802.66,2021,3
RTB Average Monthly Rent Report,Terrace house,Wicklow,MidEast,1325.7,2021,3
RTB Average Monthly Rent Report,Apartment,Carlow,SouthEast,899.74,2021,3
RTB Average Monthly Rent Report,Apartment,Cavan,NorthEast,651.41,2021,3
RTB Average Monthly Rent Report,Apartment,Clare,MidWest,754.19,2021,3
RTB Average Monthly Rent Report,Apartment,Cork,SouthWest,1167.88,2021,3
RTB Average Monthly Rent Report,Apartment,Donegal,NorthWest,609.28,2021,3
RTB Average Monthly Rent Report,Apartment,Dublin,Dublin,1773.86,2021,3
RTB Average Monthly Rent Report,Apartment,Galway,West,1204.74,2021,3
RTB Average Monthly Rent Report,Apartment,Kerry,SouthWest,859.56,2021,3
RTB Average Monthly Rent Report,Apartment,Kildare,MidEast,1263.9,2021,3
RTB Average Monthly Rent Report,Apartment,Kilkenny,SouthEast,848.1,2021,3
RTB Average Monthly Rent Report,Apartment,Laois,Midlands,871.95,2021,3
RTB Average Monthly Rent Report,Apartment,Leitrim,NorthWest,580.07,2021,3
RTB Average Monthly Rent Report,Apartment,Limerick,MidWest,1039.09,2021,3
RTB Average Monthly Rent Report,Apartment,Longford,Midlands,667.98,2021,3
RTB Average Monthly Rent Report,Apartment,Louth,NorthEast,1044.68,2021,3
RTB Average Monthly Rent Report,Apartment,Mayo,West,719.51,2021,3
RTB Average Monthly Rent Report,Apartment,Meath,MidEast,1174.74,2021,3
RTB Average Monthly Rent Report,Apartment,Monaghan,NorthEast,648.32,2021,3
RTB Average Monthly Rent Report,Apartment,Offaly,Midlands,747.05,2021,3
